fold_id,test_year,endpoint_id,endpoint_label,variant_id,class,selected_rounds,N,events,prevalence,AUROC,AUPRC,Brier,calibration_intercept,calibration_slope
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,FULL_REFERENCE,Hospital LOS >=28 days,782,152708,7853,0.051424941718836,0.86498484679281,0.281626351944434,0.0415661410259025,0.131544443821754,0.973659183629275
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_ASSISTANCE,Hospital LOS <=7 days,781,152708,107377,0.703152421615109,0.810583514138611,0.904920137003588,0.153535152518847,-0.111717463644342,0.999012307223332
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_ASSISTANCE,Hospital LOS 8-27 days,781,152708,37478,0.245422636666056,0.761488933353094,0.476414468670743,0.156601858828402,0.0767015764906779,0.958169571491021
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_ASSISTANCE,Hospital LOS >=28 days,781,152708,7853,0.051424941718836,0.864871331854299,0.28206055724348,0.0415620525047925,0.131325706648397,0.974169623891518
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_SUPPORT,Hospital LOS <=7 days,712,152708,107377,0.703152421615109,0.809500960743088,0.904319077635771,0.153924346878499,-0.108017338177267,1.00592938849451
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_SUPPORT,Hospital LOS 8-27 days,712,152708,37478,0.245422636666056,0.760361057919752,0.475078438387518,0.156838950637462,0.0737711488153,0.966332046999353
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_RESP_SUPPORT,Hospital LOS >=28 days,712,152708,7853,0.051424941718836,0.864496372615826,0.280522686005732,0.0415919043441916,0.129233443575904,0.980366341451941
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_GCS_AIRWAY_QUALIFIERS,Hospital LOS <=7 days,748,152708,107377,0.703152421615109,0.810231951916948,0.904690158288521,0.153674382260764,-0.110636786859741,1.000536471425
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_GCS_AIRWAY_QUALIFIERS,Hospital LOS 8-27 days,748,152708,37478,0.245422636666056,0.761090929600971,0.475800791274454,0.156682106057562,0.0759002091228771,0.959523095703815
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_GCS_AIRWAY_QUALIFIERS,Hospital LOS >=28 days,748,152708,7853,0.051424941718836,0.864648056110137,0.280693612130737,0.041594380573145,0.130683983496712,0.973824955162983
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_AIRWAY_PROXY_SET,Hospital LOS <=7 days,742,152708,107377,0.703152421615109,0.809077508842516,0.904129348073319,0.154098425680412,-0.107240085425276,1.00236548823027
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_AIRWAY_PROXY_SET,Hospital LOS 8-27 days,742,152708,37478,0.245422636666056,0.759924736683845,0.474665628745925,0.156931908983701,0.0730722152289724,0.962630803312112
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_AIRWAY_PROXY_SET,Hospital LOS >=28 days,742,152708,7853,0.051424941718836,0.864367725985733,0.280647621028097,0.0416015065101832,0.129002585536594,0.977231319406452
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_HELMET,Hospital LOS <=7 days,668,152708,107377,0.703152421615109,0.810223678893044,0.904679180348963,0.153671676358028,-0.111958321214532,1.0052475457769
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_HELMET,Hospital LOS 8-27 days,668,152708,37478,0.245422636666056,0.761038360127334,0.475453484832893,0.156723541771369,0.0772271052586883,0.963801552057963
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_HELMET,Hospital LOS >=28 days,668,152708,7853,0.051424941718836,0.864662926273907,0.281958939427545,0.0415709297527205,0.130721998029509,0.979218502430001
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_MECHANISM_HELMET,Hospital LOS <=7 days,597,152708,107377,0.703152421615109,0.807854239669908,0.903086576036566,0.154473885593559,-0.110466713916388,1.00423241015396
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_MECHANISM_HELMET,Hospital LOS 8-27 days,597,152708,37478,0.245422636666056,0.759051402782641,0.473367912274313,0.157118660152824,0.0764480702899733,0.965131969428052
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_MECHANISM_HELMET,Hospital LOS >=28 days,597,152708,7853,0.051424941718836,0.863082703142509,0.278140122135931,0.0416963157665497,0.1286570820776,0.982395697994238
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,Hospital LOS <=7 days,600,152708,107377,0.703152421615109,0.780696276818566,0.883410063867293,0.162680466206731,-0.114392579122152,0.995407986827533
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,Hospital LOS 8-27 days,600,152708,37478,0.245422636666056,0.729559382639603,0.442349750934471,0.163096526385962,0.0810759233787579,0.943137454165356
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,Hospital LOS >=28 days,600,152708,7853,0.051424941718836,0.854021917780113,0.271301534650881,0.042017541455107,0.135677664300347,0.985902464743823
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_PMHX,Hospital LOS <=7 days,648,152708,107377,0.703152421615109,0.804616530471003,0.900956055874765,0.155121179166825,-0.109177806878043,0.997237813523271
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_PMHX,Hospital LOS 8-27 days,648,152708,37478,0.245422636666056,0.755354884307446,0.472100643638746,0.157744611578259,0.0754426665541488,0.955621048370054
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,NO_PMHX,Hospital LOS >=28 days,648,152708,7853,0.051424941718836,0.862964816513867,0.27876459688435,0.0416315707488205,0.128181292951088,0.977418024808428
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO,Hospital LOS <=7 days,485,152708,107377,0.703152421615109,0.761988982410021,0.870590028988635,0.167802444172172,-0.103329758104163,0.98505204258451
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO,Hospital LOS 8-27 days,485,152708,37478,0.245422636666056,0.71124330097893,0.425442962198498,0.166232754374433,0.0733180209758338,0.93293318556896
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO,Hospital LOS >=28 days,485,152708,7853,0.051424941718836,0.844746043153417,0.259366152485685,0.042455827561794,0.126998891076025,0.984305883543319
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO_PLUS_RESP,Hospital LOS <=7 days,465,152708,107377,0.703152421615109,0.765106525161174,0.872641456459716,0.167012133414651,-0.108643624150178,0.982066902737665
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO_PLUS_RESP,Hospital LOS 8-27 days,465,152708,37478,0.245422636666056,0.714289410862658,0.428189890877251,0.165736888337851,0.0778943885918126,0.929283359543122
TEST_2022,2022,hlos_trajectory_final,Hospital LOS trajectory,CORE_NEURO_PLUS_RESP,Hospital LOS >=28 days,465,152708,7853,0.051424941718836,0.846371533452684,0.260289483663028,0.0424045927939384,0.129229887179112,0.983314117285999
TEST_2023,2023,discharge_3cat_final,Disposition,FULL_REFERENCE,Home/home health,1056,152706,95745,0.626989116341205,0.864110840730153,0.909533002236494,0.142024607866019,0.001888557807032,0.991273369027748
TEST_2023,2023,discharge_3cat_final,Disposition,FULL_REFERENCE,Post-acute facility,1056,152706,38219,0.25027831257449,0.781125049747792,0.510412097707534,0.153312071370623,0.0218238201521634,0.992989412893108
TEST_2023,2023,discharge_3cat_final,Disposition,FULL_REFERENCE,Death/hospice,1056,152706,18742,0.122732571084306,0.941659777485871,0.779781686027076,0.0516342647850544,-0.068319747265111,1.01573704686582
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_ASSISTANCE,Home/home health,965,152706,95745,0.626989116341205,0.863948597302869,0.909453356470896,0.142116651194719,0.00226063981916606,0.99291122571269
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_ASSISTANCE,Post-acute facility,965,152706,38219,0.25027831257449,0.780911271165761,0.509609042513434,0.153385290687161,0.0215360209367214,0.994000378368503
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_ASSISTANCE,Death/hospice,965,152706,18742,0.122732571084306,0.941470394083578,0.779182172453016,0.0517107426681316,-0.068392603005776,1.01716887869942
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_SUPPORT,Home/home health,965,152706,95745,0.626989116341205,0.863510542964638,0.909099342633531,0.142313449313396,0.00398951429922618,0.993496537889829
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_SUPPORT,Post-acute facility,965,152706,38219,0.25027831257449,0.780471179088185,0.50930685952794,0.153480213718197,0.020813718957877,0.995870133848076
TEST_2023,2023,discharge_3cat_final,Disposition,NO_RESP_SUPPORT,Death/hospice,965,152706,18742,0.122732571084306,0.941370464113876,0.778705663531031,0.0517808282895454,-0.0707953714935032,1.02022628975359
TEST_2023,2023,discharge_3cat_final,Disposition,NO_GCS_AIRWAY_QUALIFIERS,Home/home health,965,152706,95745,0.626989116341205,0.863973973692243,0.909511394882057,0.142127340155013,0.00237644034552581,0.993831571330321
TEST_2023,2023,discharge_3cat_final,Disposition,NO_GCS_AIRWAY_QUALIFIERS,Post-acute facility,965,152706,38219,0.25027831257449,0.780707711117906,0.510077754339218,0.153402411154255,0.0214177503349896,0.995155925343856
TEST_2023,2023,discharge_3cat_final,Disposition,NO_GCS_AIRWAY_QUALIFIERS,Death/hospice,965,152706,18742,0.122732571084306,0.941304997108103,0.777274983251494,0.0519464467836658,-0.0680987712995529,1.01722250987205
TEST_2023,2023,discharge_3cat_final,Disposition,NO_AIRWAY_PROXY_SET,Home/home health,968,152706,95745,0.626989116341205,0.863352351534093,0.909033881657925,0.142438879954456,0.00450444307586021,0.993554023170099
TEST_2023,2023,discharge_3cat_final,Disposition,NO_AIRWAY_PROXY_SET,Post-acute facility,968,152706,38219,0.25027831257449,0.779933730515894,0.508858061905714,0.153606737763301,0.0204298332686372,0.995456342175691
TEST_2023,2023,discharge_3cat_final,Disposition,NO_AIRWAY_PROXY_SET,Death/hospice,968,152706,18742,0.122732571084306,0.940940157996121,0.776023316863769,0.0521055989556379,-0.070823583468627,1.01795871366252
TEST_2023,2023,discharge_3cat_final,Disposition,NO_HELMET,Home/home health,996,152706,95745,0.626989116341205,0.863777519556385,0.90928943725829,0.142185122909366,0.00166650155006941,0.99123072782859
TEST_2023,2023,discharge_3cat_final,Disposition,NO_HELMET,Post-acute facility,996,152706,38219,0.25027831257449,0.780672300487156,0.509439187621637,0.153444939966885,0.0221508847433137,0.992888783967877
TEST_2023,2023,discharge_3cat_final,Disposition,NO_HELMET,Death/hospice,996,152706,18742,0.122732571084306,0.941638522111935,0.779806292476917,0.0516217122804063,-0.0686445153302719,1.01733769097425
TEST_2023,2023,discharge_3cat_final,Disposition,NO_MECHANISM_HELMET,Home/home health,887,152706,95745,0.626989116341205,0.862252901165076,0.907671777102849,0.142843326273972,0.0014384469262578,0.992718869644074
TEST_2023,2023,discharge_3cat_final,Disposition,NO_MECHANISM_HELMET,Post-acute facility,887,152706,38219,0.25027831257449,0.778276097188922,0.507786183251781,0.153959199742316,0.021699136096339,0.994983088698056
TEST_2023,2023,discharge_3cat_final,Disposition,NO_MECHANISM_HELMET,Death/hospice,887,152706,18742,0.122732571084306,0.940656493526416,0.775483591416831,0.0521325778797776,-0.0662895984358349,1.01995674490067
TEST_2023,2023,discharge_3cat_final,Disposition,NO_NONCRANIAL_INJURY_PHENOTYPES,Home/home health,974,152706,95745,0.626989116341205,0.84661096184678,0.892292138719944,0.149570431194926,-0.00552307813172755,0.983959207337446
TEST_2023,2023,discharge_3cat_final,Disposition,NO_NONCRANIAL_INJURY_PHENOTYPES,Post-acute facility,974,152706,38219,0.25027831257449,0.755186160402908,0.473779886940639,0.159584265555341,0.0278329113384585,0.98157903556091
TEST_2023,2023,discharge_3cat_final,Disposition,NO_NONCRANIAL_INJURY_PHENOTYPES,Death/hospice,974,152706,18742,0.122732571084306,0.940045279152095,0.777729091166525,0.0518423830794277,-0.067787914582666,1.01554897231066
TEST_2023,2023,discharge_3cat_final,Disposition,NO_PMHX,Home/home health,828,152706,95745,0.626989116341205,0.857840785084787,0.904803578039329,0.144863330431626,-0.00448674929865754,0.989684541870712
TEST_2023,2023,discharge_3cat_final,Disposition,NO_PMHX,Post-acute facility,828,152706,38219,0.25027831257449,0.773494043508855,0.50114915735994,0.155210541206963,0.0246869279143067,0.991679767954313
TEST_2023,2023,discharge_3cat_final,Disposition,NO_PMHX,Death/hospice,828,152706,18742,0.122732571084306,0.937357077753631,0.773570114057083,0.052302375971122,-0.0590497731878812,1.01843405665029
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO,Home/home health,619,152706,95745,0.626989116341205,0.834802970097748,0.882579081419904,0.154620364043842,-0.00843365383188881,0.9789821453832
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO,Post-acute facility,619,152706,38219,0.25027831257449,0.737372179857374,0.450350104583932,0.163495313745388,0.0282237186141058,0.97287576008407
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO,Death/hospice,619,152706,18742,0.122732571084306,0.933044002449993,0.760361113227006,0.0538127529851945,-0.0594744577139129,1.01854543138313
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO_PLUS_RESP,Home/home health,662,152706,95745,0.626989116341205,0.836718262418793,0.884208255785998,0.15380618067094,-0.0115539222181327,0.979969239921704
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO_PLUS_RESP,Post-acute facility,662,152706,38219,0.25027831257449,0.739805730330223,0.453229433002034,0.16300359771651,0.0302532456406447,0.974841847419198
TEST_2023,2023,discharge_3cat_final,Disposition,CORE_NEURO_PLUS_RESP,Death/hospice,662,152706,18742,0.122732571084306,0.933774559493876,0.762057368053631,0.053587488142134,-0.0569602621842961,1.01668450754985
TEST_2023,2023,icu_trajectory_final,ICU trajectory,FULL_REFERENCE,No ICU,1042,152706,73862,0.483687608869331,0.854666079725308,0.850661869733498,0.154457794300578,-0.00690309174979827,1.03197580845284
TEST_2023,2023,icu_trajectory_final,ICU trajectory,FULL_REFERENCE,ICU 1-7 days,1042,152706,60897,0.398785902322109,0.755315989679704,0.625785578300771,0.192838433619098,-0.00451749391180584,1.00501362173807
TEST_2023,2023,icu_trajectory_final,ICU trajectory,FULL_REFERENCE,ICU >=8 days,1042,152706,17947,0.11752648880856,0.885030722260711,0.543017617581707,0.0724889663471851,0.0268352309413628,1.02779213203763
TEST_2023,2023,icu_trajectory_final,ICU trajectory,FULL_REFERENCE,Any ICU use,1042,152706,78844,0.516312391130669,0.854666079725308,0.861870814809849,0.154457794300578,0.00690309174979825,1.03197580845284
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_ASSISTANCE,No ICU,1043,152706,73862,0.483687608869331,0.854555257946334,0.850634922644124,0.154520054343279,-0.00672135668845094,1.03121001140786
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_ASSISTANCE,ICU 1-7 days,1043,152706,60897,0.398785902322109,0.755173945547139,0.625229718092201,0.192898176963126,-0.00453023405445489,1.00389994894882
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_ASSISTANCE,ICU >=8 days,1043,152706,17947,0.11752648880856,0.884984761917016,0.542519557001415,0.0725204900066312,0.0264859429748868,1.02659362568154
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_ASSISTANCE,Any ICU use,1043,152706,78844,0.516312391130669,0.854555257946334,0.861676710394455,0.154520054343279,0.00672135668845096,1.03121001140786
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_SUPPORT,No ICU,1035,152706,73862,0.483687608869331,0.853478820460487,0.849559474293628,0.155101873257171,-0.00219094544979962,1.0330331012373
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_SUPPORT,ICU 1-7 days,1035,152706,60897,0.398785902322109,0.75408719476236,0.623632685092305,0.193275598017218,-0.00765923664509614,1.00681270610057
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_SUPPORT,ICU >=8 days,1035,152706,17947,0.11752648880856,0.884189297053971,0.54094966952181,0.0726858768033365,0.0250079021009584,1.02927265443198
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_RESP_SUPPORT,Any ICU use,1035,152706,78844,0.516312391130669,0.853478820460487,0.860429496549869,0.155101873257171,0.00219094544979964,1.0330331012373
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_GCS_AIRWAY_QUALIFIERS,No ICU,1025,152706,73862,0.483687608869331,0.854519742565963,0.850513989256382,0.154534851332817,-0.00676733922595925,1.03149374222637
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_GCS_AIRWAY_QUALIFIERS,ICU 1-7 days,1025,152706,60897,0.398785902322109,0.755239759008695,0.625327031647752,0.192878236525556,-0.00466397833823196,1.00472399361147
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_GCS_AIRWAY_QUALIFIERS,ICU >=8 days,1025,152706,17947,0.11752648880856,0.884743394859977,0.542023454644078,0.0725685850506076,0.0269017382256122,1.02794316659517
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_GCS_AIRWAY_QUALIFIERS,Any ICU use,1025,152706,78844,0.516312391130669,0.854519742565963,0.861613497130267,0.154534851332817,0.00676733922595929,1.03149374222637
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_AIRWAY_PROXY_SET,No ICU,1026,152706,73862,0.483687608869331,0.853163227747529,0.849293828499817,0.155270092227303,-0.00180950375005804,1.03255232827528
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_AIRWAY_PROXY_SET,ICU 1-7 days,1026,152706,60897,0.398785902322109,0.753822454749168,0.623090070662881,0.193366249503,-0.00790992082966948,1.00683634067055
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_AIRWAY_PROXY_SET,ICU >=8 days,1026,152706,17947,0.11752648880856,0.883842440472782,0.539583093416432,0.0728071741371471,0.0248345971313423,1.02811055239509
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_AIRWAY_PROXY_SET,Any ICU use,1026,152706,78844,0.516312391130669,0.853163227747529,0.859980052239796,0.155270092227303,0.00180950375005806,1.03255232827528
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_HELMET,No ICU,1038,152706,73862,0.483687608869331,0.85461407155635,0.850603224223027,0.15448506157693,-0.00710402761469573,1.03101166478024
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_HELMET,ICU 1-7 days,1038,152706,60897,0.398785902322109,0.755244536063374,0.625300207493944,0.192876209680797,-0.0044131102342616,1.00297787203361
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_HELMET,ICU >=8 days,1038,152706,17947,0.11752648880856,0.885009466697463,0.542808771656443,0.0724918104497151,0.0269939730771381,1.02697266043349
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_HELMET,Any ICU use,1038,152706,78844,0.516312391130669,0.85461407155635,0.861805527690148,0.15448506157693,0.00710402761469574,1.03101166478024
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_MECHANISM_HELMET,No ICU,973,152706,73862,0.483687608869331,0.853900926001693,0.849873519728275,0.154841865031546,-0.0062993462558864,1.03073406240395
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_MECHANISM_HELMET,ICU 1-7 days,973,152706,60897,0.398785902322109,0.75425490930364,0.623537878976617,0.193193038042724,-0.00514661453730217,1.00420445908523
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_MECHANISM_HELMET,ICU >=8 days,973,152706,17947,0.11752648880856,0.883495519802806,0.538404758983578,0.0728837996254508,0.0271163863815294,1.02781401721063
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_MECHANISM_HELMET,Any ICU use,973,152706,78844,0.516312391130669,0.853900926001693,0.860765543756605,0.154841865031546,0.00629934625588635,1.03073406240395
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,No ICU,1014,152706,73862,0.483687608869331,0.845543241574663,0.834341425773341,0.159389780630634,-0.0115758289020148,1.02958045282157
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,ICU 1-7 days,1014,152706,60897,0.398785902322109,0.74878287204781,0.620222795194431,0.195394651610725,-0.00281228825315918,1.00953448773213
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,ICU >=8 days,1014,152706,17947,0.11752648880856,0.870351626023278,0.524276827792774,0.074600782299018,0.0324301325514555,1.01763107253195
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_NONCRANIAL_INJURY_PHENOTYPES,Any ICU use,1014,152706,78844,0.516312391130669,0.845543241574663,0.855195949618614,0.159389780630634,0.0115758289020149,1.02958045282157
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_PMHX,No ICU,957,152706,73862,0.483687608869331,0.851085067785181,0.847405552303551,0.156007562617906,-0.00472727161464979,1.029277705437
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_PMHX,ICU 1-7 days,957,152706,60897,0.398785902322109,0.751261489830427,0.620668722681002,0.193848339850409,-0.00628214882107296,1.00326457404288
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_PMHX,ICU >=8 days,957,152706,17947,0.11752648880856,0.882763156346541,0.539631982277331,0.072803691965193,0.0268535188614181,1.02810111037395
TEST_2023,2023,icu_trajectory_final,ICU trajectory,NO_PMHX,Any ICU use,957,152706,78844,0.516312391130669,0.851085067785181,0.858567268298971,0.156007562617906,0.00472727161464979,1.029277705437
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO,No ICU,755,152706,73862,0.483687608869331,0.837478086023031,0.825505090037482,0.163215006499704,-0.0011669866545317,1.02937964103096
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO,ICU 1-7 days,755,152706,60897,0.398785902322109,0.739749288780525,0.609087501579737,0.197847232020707,-0.00834421473626654,1.01530734303628
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO,ICU >=8 days,755,152706,17947,0.11752648880856,0.860060449462366,0.503938693105819,0.0764969233714503,0.0241027631406234,1.01741567837246
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO,Any ICU use,755,152706,78844,0.516312391130669,0.837478086023031,0.846933201387424,0.163215006499704,0.00116698665453169,1.02937964103096
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO_PLUS_RESP,No ICU,712,152706,73862,0.483687608869331,0.839589635352283,0.827828914643591,0.162151197589424,-0.00701375828503174,1.02894181241222
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO_PLUS_RESP,ICU 1-7 days,712,152706,60897,0.398785902322109,0.741511167263289,0.611148342931239,0.197323126593288,-0.00529018389619349,1.01357559286191
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO_PLUS_RESP,ICU >=8 days,712,152706,17947,0.11752648880856,0.862667124863734,0.50818590273602,0.0761160718272018,0.0287862395386752,1.020112599956
TEST_2023,2023,icu_trajectory_final,ICU trajectory,CORE_NEURO_PLUS_RESP,Any ICU use,712,152706,78844,0.516312391130669,0.839589635352283,0.849241118545776,0.162151197589424,0.00701375828503171,1.02894181241222
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,FULL_REFERENCE,No ventilation,923,152706,119932,0.785378439615994,0.941465755682863,0.979605227963971,0.0656157019021983,0.0916386034610146,1.02293346774301
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,FULL_REFERENCE,Ventilation 1-7 days,923,152706,22376,0.146529933335953,0.903612441538559,0.653968417149049,0.0763740599490666,-0.0554786559130729,1.02878303626257
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,FULL_REFERENCE,Ventilation >=8 days,923,152706,10398,0.0680916270480531,0.915955087105941,0.461650845608646,0.0459737218792587,-0.0393218269020363,1.03071469979343
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,FULL_REFERENCE,Any ventilation,923,152706,32774,0.214621560384006,0.941465755682863,0.866290517864336,0.0656157019021983,-0.0916386034610145,1.022933467743
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_ASSISTANCE,No ventilation,1034,152706,119932,0.785378439615994,0.941314257764516,0.979591249996862,0.0657798469589602,0.0915545511709185,1.02106071386084
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_ASSISTANCE,Ventilation 1-7 days,1034,152706,22376,0.146529933335953,0.903379653806935,0.652663002898424,0.0765135364535574,-0.0553419945193923,1.02651008221543
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_ASSISTANCE,Ventilation >=8 days,1034,152706,10398,0.0680916270480531,0.915991441315844,0.460647609113095,0.0460112825696582,-0.0396123945768452,1.02711815825344
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_ASSISTANCE,Any ventilation,1034,152706,32774,0.214621560384006,0.941314257764516,0.865402992988306,0.0657798469589602,-0.0915545511709188,1.02106071386084
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_SUPPORT,No ventilation,958,152706,119932,0.785378439615994,0.940336621708751,0.979201609781918,0.0662545515737038,0.0957861240633362,1.02244896395306
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_SUPPORT,Ventilation 1-7 days,958,152706,22376,0.146529933335953,0.902450958419376,0.651027183023971,0.076712133465755,-0.0590332086735911,1.02891931327827
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_SUPPORT,Ventilation >=8 days,958,152706,10398,0.0680916270480531,0.915131839690404,0.459420759635386,0.0460905255684243,-0.0402147710653746,1.02950927032625
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_RESP_SUPPORT,Any ventilation,958,152706,32774,0.214621560384006,0.940336621708751,0.863270356653071,0.0662545515737038,-0.0957861240633362,1.02244896395306
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_GCS_AIRWAY_QUALIFIERS,No ventilation,845,152706,119932,0.785378439615994,0.941131968511943,0.979490776821978,0.0658667398116921,0.0904928480356167,1.02553206784933
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_GCS_AIRWAY_QUALIFIERS,Ventilation 1-7 days,845,152706,22376,0.146529933335953,0.903271122997887,0.65214049730548,0.0765429652633511,-0.0545526391750764,1.03178213229443
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_GCS_AIRWAY_QUALIFIERS,Ventilation >=8 days,845,152706,10398,0.0680916270480531,0.915717119222178,0.460486683013232,0.0460308888490496,-0.0395420420320275,1.0325272978858
TEST_2023,2023,ventilation_trajectory_final,Mechanical ventilation trajectory,NO_GCS_AIRWAY_QUALIFIERS,Any ventilation,845,152706,32774,0.214621560384006,0.941131968511943,0.865070093682567,0.0658667398116921,-0.0904928480356166,1.02553206784933
